Schoolid,School_Name,medium,Latitude,Longitude,shift,low_class,High_class,Z_ID,Zone_Name,D_ID,District_name,SchManagement,SchCategory,typeOfSchool
1207142,Neo Arts Co-ed Middle School,Hindi,28.71302,77.158752,Morning,6,8,1309,Zone-09,13,North West A,Aided,Middle Schools,Girls
1207144,Shakti Nagar-R. B. Ram Roop Vidya Mandir,Hindi,28.6765889,77.19037977,Morning,6,12,1207,Zone-07,12,North,Aided,Senior Secondary Schools,Girls
1207145,Sabzi Mandi-Rawalpindi S. D. Sr. Sec. School,Hindi,28.67059717,77.20765661,Morning,6,12,1207,Zone-07,12,North,Aided,Senior Secondary Schools,Girls
1207146,"S. M. Jain Sr. Sec. School,B-Block,Shalimar Bagh",Hindi,28.68082659,77.20138191,Morning,6,12,1309,Zone-09,13,North West A,Aided,Senior Secondary Schools,Girls
1207147,Rajniwas Marg-SS LT Gujrat Sr. Sec. School,Hindi,28.67280039,77.22422432,Morning,6,12,1207,Zone-07,12,North,Aided,Senior Secondary Schools,Girls
1207148,Shakti Nagar-Sri Hanuman Mandir School,Hindi,28.67917504,77.19193728,Morning,6,10,1207,Zone-07,12,North,Aided,Secondary Schools,Girls
1207221,Tees Hazari-Queen Marys Sr. Sec. School,Hindi,28.66596625,77.21315467,Morning,6,12,1207,Zone-07,12,North,Aided,Senior Secondary Schools,Girls
1207222,Rajniwas Marg-The United Christian Sr. Sec. School,Hindi,28.67367875,77.22353269,Morning,6,12,1207,Zone-07,12,North,Aided,Senior Secondary Schools,Girls
1207223,Rajpur Road-Victoria Sr. Sec. School,Hindi,28.66900753,77.21658505,Morning,6,12,1207,Zone-07,12,North,Aided,Senior Secondary Schools,Boys
1207224,Sabzi Mandi-Sh. S.S.D. Jain Middle School,Hindi,28.66801255,77.20835532,Morning,Nursery,8,1207,Zone-07,12,North,Aided,Sarvodaya Middle Schools,Girls
1207230,Mukund Pur Village - GGSSS,Hindi,28.7491315,77.18178062,Morning,6,12,1207,Zone-07,12,North,Government,Senior Secondary Schools,Co-ed
1207236,Mukund Pur Village - GBSSS,Hindi,28.74916672,77.18181607,Evening,6,12,1207,Zone-07,12,North,Government,Senior Secondary Schools,Girls
1207255,JAGATPUR - GBSS,Hindi,28.741946,77.209445,Evening,6,10,1207,Zone-07,12,North,Government,Secondary Schools,Co-ed
1207259,"SOSE, Civil Lines",Hindi,28.68176671,77.22213666,General,9,12,1207,Zone-07,12,North,Government,School of Specialized Excellence(SOSE),Girls
1207261,"SOSE, Raj Niwas Marg",Hindi,28.672713,77.2252,General,9,12,1207,Zone-07,12,North,Government,School of Specialized Excellence(SOSE),Co-ed
1207264,Government Lady Noyce Primary Special School (Co-ed) for the Hearing Impaired,Hindi,,,General,Nursery,5,1207,Zone-07,12,North,Government,Primary,Boys
1208002,Qutab Road-SBV,Hindi,28.65474426,77.21573029,General,Nursery,12,1208,Zone-08,12,North,Government,Sarvodaya Sr. Secondary Schools,Boys
1208004,Sarai Rohilla-GBSSS,Hindi,28.66919115,77.18254928,Evening,6,12,1208,Zone-08,12,North,Government,Senior Secondary Schools,Co-ed
1208010,Model Basti-GBMS,Hindi,28.65791817,77.20362872,General,6,8,1208,Zone-08,12,North,Government,Middle Schools,Boys
1208011,Chandni Chowk-G(Co-ed)SS,Hindi,28.65668179,77.22652446,General,6,10,1208,Zone-08,12,North,Government,Secondary Schools,Boys
1208013,Gulabi Bagh-S(Co-ed)V,Hindi,28.67102451,77.18877983,General,Nursery,12,1208,Zone-08,12,North,Government,Sarvodaya Sr. Secondary Schools,Boys
1208014,Partap Nagar- S(Co-ed) V,Hindi,28.66993211,77.19445575,General,Nursery,12,1208,Zone-08,12,North,Government,Sarvodaya Sr. Secondary Schools,Boys
1208015,Sarai Rohilla-SKV-1208015 (Nursery to XII),Hindi,28.66923703,77.18237446,Morning,Nursery,12,1208,Zone-08,12,North,Government,Sarvodaya Sr. Secondary Schools,Boys
1208016,Idgah Road-SKV,Hindi,28.65683283,77.20610222,General,Nursery,12,1208,Zone-08,12,North,Government,Sarvodaya Sr. Secondary Schools,Boys
1208017,"Chandni Chowk, Diwan Hall, SKV",Hindi,28.65757177,77.23504449,General,Nursery,10,1208,Zone-08,12,North,Government,Sarvodaya Secondary Schools,Boys
1208018,Padam Nagar-S(Co-ed)V,Hindi,28.66694295,77.18597535,General,Nursery,12,1208,Zone-08,12,North,Government,Sarvodaya Sr. Secondary Schools,Boys
1208021,"SKV, Tulsi Nagar-1208021",Hindi,28.67268961,77.16416657,Morning,Nursery,12,1208,Zone-08,12,North,Government,Sarvodaya Sr. Secondary Schools,Boys
1208023,"Kinari Bazar, Gali Barf Wali-GGSSS",Hindi,28.65514982,77.23017427,General,6,12,1208,Zone-08,12,North,Government,Senior Secondary Schools,Boys
1208025,Pul Bangash-SKV,Hindi,28.66993211,77.19445575,General,Nursery,12,1208,Zone-08,12,North,Government,Sarvodaya Sr. Secondary Schools,Girls
1208027,"Quresh Nagar, GGSSS",Hindi,28.6538525,77.20926801,General,6,12,1208,Zone-08,12,North,Government,Senior Secondary Schools,Co-ed
1208029,"Sarvodaya Kanya Vidyalaya, Idgah Road",Hindi,28.65391048,77.20868341,General,Nursery,10,1208,Zone-08,12,North,Government,Sarvodaya Secondary Schools,Boys
1208030,Deputy Gunj-GGSS,Hindi,28.65967796,77.21184065,General,6,10,1208,Zone-08,12,North,Government,Secondary Schools,Boys
1208090,Inder Lok-SKV,Hindi,28.6731886,77.16894164,General,Nursery,12,1208,Zone-08,12,North,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1208091,"Naya Bazar,Sushila Mohan Marg-(Co-ed)Sec. School",Hindi,28.6610173,77.21878434,General,6,10,1208,Zone-08,12,North,Government,Secondary Schools,Girls
1208092,Kishan Ganj-RPVV,Hindi,28.66616225,77.19837858,General,6,12,1208,Zone-08,12,North,Government,Partibha Vikas Vidhyalya,Girls
1208095,Shastri Nagar-SKV,Hindi,28.67717986,77.17822006,General,Nursery,12,1208,Zone-08,12,North,Government,Sarvodaya Sr. Secondary Schools,Girls
1208114,Teliwara-Arya Girls Sr. Sec. School,Hindi,28.66165387,77.21493373,Morning,6,12,1208,Zone-08,12,North,Aided,Senior Secondary Schools,Girls
1208115,Bhagirath Place-B. N. Rastogi Sr. Sec. School,Hindi,,,Morning,6,12,1208,Zone-08,12,North,Aided,Senior Secondary Schools,Girls
1208116,Pahari Dhiraj-Bansi Dhar Memo Sr. Sec. School,Hindi,28.66009827,77.20829488,Morning,6,12,1208,Zone-08,12,North,Aided,Senior Secondary Schools,Girls
1208117,Kishan Ganj-D. C. M. Boys Sr. Sec. School,Hindi,28.66039571,77.19399658,Evening,6,12,1208,Zone-08,12,North,Aided,Senior Secondary Schools,Girls
1208118,Kishan Ganj-D. C. M. Girls Sr. Sec. School,Hindi,28.66042553,77.19405834,Morning,6,12,1208,Zone-08,12,North,Aided,Senior Secondary Schools,Girls
1208120,"Old Rohtak Road, Rambagh-Govind Ram Gurukul Sr. Sec. School",Hindi,28.66597807,77.20302987,Morning,6,12,1208,Zone-08,12,North,Aided,Senior Secondary Schools,Girls
1208121,Sadar Bazar-Hira Lal Jain Sr. Sec. School,Hindi,28.65827854,77.21315629,Morning,6,12,1208,Zone-08,12,North,Aided,Senior Secondary Schools,Girls
1208122,Sadar Bazar-Jain Samnopask Sr. Sec. School,Hindi,28.65876369,77.21317885,Morning,6,12,1208,Zone-08,12,North,Aided,Senior Secondary Schools,Girls
1208123,Kucha Seth-Jain Sanskrit Comm Sr. Sec. School,Hindi,28.6537347,77.23314663,Morning,Nursery,12,1208,Zone-08,12,North,Aided,Sarvodaya Sr. Secondary Schools,Girls
1208124,Pahari Dhiraj-L. D. Jain Sr. Sec. School,English,28.66032956,77.20923704,Morning,6,12,1208,Zone-08,12,North,Aided,Senior Secondary Schools,Girls
1208125,"Fatehpuri, Bagh Dewan-L. N. Girdhari Lal Sr. Sec. School",English,28.65863477,77.22553891,Morning,6,12,1208,Zone-08,12,North,Aided,Senior Secondary Schools,Boys
1208126,"Khari Bawli, Kucha Chalan- Sh.Laxmi Girls Sr. Sec. School",English,28.65774459,77.21983832,Morning,6,12,1208,Zone-08,12,North,Aided,Senior Secondary Schools,Co-ed
1208127,Fatehpuri-Muslim Sr. Sec. School,English,28.65624035,77.22265713,Morning,6,12,1208,Zone-08,12,North,Aided,Senior Secondary Schools,Boys
1208128,Pahari Dhiraj-Phool Chand Vaish School,English,28.65826826,77.20768967,Morning,6,12,1208,Zone-08,12,North,Aided,Senior Secondary Schools,Boys
1208129,Shahi Idgah Road-Quami Sr. Sec. School,English,28.65449435,77.20602788,General,Nursery,12,1208,Zone-08,12,North,Aided,Sarvodaya Sr. Secondary Schools,Girls
1208130,Chandni Chowkm Kucha Natwan-Ramjas No. 3 Sr. Sec. School,English,28.65849164,77.22873989,Morning,6,12,1208,Zone-08,12,North,Aided,Senior Secondary Schools,Boys
1208131,"Chandni Chowkm, Katra Neel-RSL Narain Saraswati Girls Sr. Sec. School",English,28.65767747,77.22607318,Morning,6,12,1208,Zone-08,12,North,Aided,Senior Secondary Schools,Girls
1208132,Pul Bangash-S G T B Girls Sr. Sec. School,English,28.66311225,77.20781358,Morning,6,12,1208,Zone-08,12,North,Aided,Senior Secondary Schools,Girls
1208134,Bara Hindu Rao-Shafique Memo Sr. Sec. School,English,28.65872064,77.20571019,Morning,Nursery,12,1208,Zone-08,12,North,Aided,Sarvodaya Sr. Secondary Schools,Boys
1208135,"Doriwalan, Guru Gobind Singh Marg,Karol Bagh, New Delhi-5",English,28.65716875,77.19903399,Morning,Nursery,12,1208,Zone-08,12,North,Aided,Sarvodaya Sr. Secondary Schools,Girls
1208136,Shastri Nagar-Shahid Udham Singh Co-ed Sec.School,English,28.67337406,77.18338463,Morning,6,10,1208,Zone-08,12,North,Aided,Secondary Schools,Boys
1208137,"Bara Hindu Rao, Ahta Kendra-Shri Guru Nanak Khalsa School",English,28.65715769,77.20624044,Morning,6,10,1208,Zone-08,12,North,Aided,Secondary Schools,Boys
1208139,"Chandni Chowk, Sis Ganj-S G T B Sr. Sec. School",English,28.65580986,77.23217567,Morning,6,12,1208,Zone-08,12,North,Aided,Senior Secondary Schools,Girls
1208219,Tulsi Nagar- GBSSS,English,28.6725559,77.16418008,Evening,6,12,1208,Zone-08,12,North,Government,Senior Secondary Schools,Girls
1208138,Teliwara-Shri Shiv Kutti Middle School,English,28.66110192,77.21620117,Morning,6,8,1208,Zone-08,12,North,Aided,Middle Schools,Boys
1208220,Pahari Dhiraj-Vidya Gian Mandir Sr. Sec. School,English,,,Morning,Nursery,12,1208,Zone-08,12,North,Aided,Sarvodaya Sr. Secondary Schools,Girls
1208228,DAU DAYAL ARYAVEDIC SR SEC SCH NAYA BANS DLI,English,28.65638948,77.22036812,Morning,6,12,1208,Zone-08,12,North,Aided,Senior Secondary Schools,Boys
1208229,"Shastri Nagar, Lalita Block - SBV",English,28.67703074,77.17812525,General,Nursery,12,1208,Zone-08,12,North,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1208233,Quresh Nagar- S(Co-ed)V (Middle),English,28.653941,77.207855,General,Nursery,8,1208,Zone-08,12,North,Government,Sarvodaya Middle Schools,Boys
1208234,"SOSE, Kishan Ganj",English,28.66616225,77.19837858,General,9,12,1208,Zone-08,12,North,Government,School of Specialized Excellence(SOSE),Boys
1208235,Quresh Nagar- SBV (Middle),English,28.653941,77.207855,Evening,Nursery,8,1208,Zone-08,12,North,Government,Sarvodaya Middle Schools,Boys
1208236,Sarvodaya Vidyalaya,English,,,General,Nursery,12,1208,Zone-08,12,North,Government,Sarvodaya Sr. Secondary Schools,Boys
1309001,C.C. Colony-SBV,English,28.68831195,77.19527652,General,Nursery,12,1309,Zone-09,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1309002,"Shalimar Bagh, Block B(AH)-GBSSS",English,28.71246436,77.16637847,Evening,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Boys
1309003,Dr. Mukharjee Nagar-SV,English,28.71437767,77.21732947,General,Nursery,12,1309,Zone-09,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1309004,New Police Lines-SV,English,28.69912128,77.20253557,General,Nursery,12,1309,Zone-09,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1309005,"SBV, BT Block Shalimar Bagh",English,28.70306002,77.15932216,General,Nursery,12,1309,Zone-09,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1309007,"Shalimar Bagh, Block AP-GBSSS",English,28.70143275,77.15874707,Evening,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Boys
1309008,Guru Teg Bahadur Nagar-GBSSS,English,28.7011589,77.20953237,Evening,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Boys
1309010,"Model Town, No.1-GBSSS",English,28.71146528,77.18570146,Evening,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Boys
1309011,"Model Town, No.2-GBSSS",English,28.71219989,77.18618665,Evening,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Boys
1309012,Rana Partap Bagh-GBSSS,English,28.68835543,77.19127006,General,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Boys
1309013,"Adarsh Nagar, No.1-GBSSS",English,28.71880304,77.17199452,Evening,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Boys
1309017,Kewal Park-G(Co-ed)SSS,English,28.71979,77.172854,Evening,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Boys
1309022,Dhakka-GBSSS,English,28.7084651,77.20742091,General,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Girls
1309023,Shalamar Village-GGSSS,English,28.71987632,77.15967212,Morning,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Girls
1309025,Dhakka-SKV,English,28.70677736,77.20315883,Morning,Nursery,12,1309,Zone-09,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1309026,"Model Town, No.1-SKV",English,28.71127804,77.1856295,Morning,Nursery,12,1309,Zone-09,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1309027,Guru Teg Bahadur Nagar-SKV,English,28.7011589,77.20953237,Morning,Nursery,12,1309,Zone-09,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1309028,Rana Partap Bagh-SKV,English,28.68830602,77.1912475,Morning,Nursery,12,1309,Zone-09,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1309024,Haider Pur-GGSS,English,28.72523025,77.14776288,Morning,6,10,1309,Zone-09,13,North West A,Government,Secondary Schools,Girls
1309030,"Shalimar Bagh, Block BL-SKV",English,28.71024757,77.16146916,General,Nursery,12,1309,Zone-09,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1309031,Adarsh Nagar-SKV,English,28.71927841,77.17286756,Morning,Nursery,12,1309,Zone-09,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1309032,"Shalimar Bagh, Block B(AH)-SKV",English,28.71248095,77.16573495,Morning,Nursery,12,1309,Zone-09,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1309033,"Shalimar Bagh, Block AP-GGSSS",English,28.70143275,77.15874707,Morning,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Girls
1309034,Adarsh Nagar-GGSSS,English,28.71888539,77.17201775,Morning,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Boys
1309036,Majlis Park-GGSS,English,28.71784983,77.17962254,General,6,10,1309,Zone-09,13,North West A,Government,Secondary Schools,Girls
1309124,"Shalimar Bagh, Block BT-RPVV",English,28.70443831,77.15898966,General,6,12,1309,Zone-09,13,North West A,Government,Partibha Vikas Vidhyalya,Boys
1309125,"Adarsh Nagar, No.2-GBSSS",English,28.71923832,77.17294798,Evening,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Girls
1309126,"Model Town, No.2-GGSSS",English,28.71179891,77.18610534,Morning,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Girls
1309127,Azadpur Colony-GGSSS,English,28.70887546,77.18154255,Morning,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Girls
1309128,Azadpur Colony-GBSSS,English,28.70889431,77.18136822,Evening,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Boys
1309129,Azadpur Village-GGSSS,English,28.70700325,77.1777662,Morning,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Boys
1309130,Azadpur Village-GBSSS,English,28.706766,77.177738,Evening,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Girls
1309137,Nirankari Colony-Sant Nirankari Girls Sr. Sec. School,English,28.7154822,77.20874282,Morning,Nursery,12,1309,Zone-09,13,North West A,Aided,Sarvodaya Sr. Secondary Schools,Girls
1309138,Nirankari Colony-Sant Nirankari Boys Sr. Sec. School,English,28.71545766,77.20890362,Evening,6,12,1309,Zone-09,13,North West A,Aided,Senior Secondary Schools,Girls
1309167,Vijay Nagar-SKV,English,28.69168533,77.20231158,General,Nursery,12,1309,Zone-09,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1309253,"Jahangirpuri, Block A- SBV",English,28.72800753,77.16633771,Evening,Nursery,12,1309,Zone-09,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1309254,"Jahangirpuri, Block A, No.2 - SKV",English,28.72793234,77.16638166,Morning,Nursery,12,1309,Zone-09,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1309255,"Jahangirpuri, Block D-GBSSS",English,28.72889265,77.17376125,Evening,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Boys
1309256,"Sarvodaya Kanya Vidyalaya (Rani Chennama), D - Block, Jahangir Puri",English,28.72826498,77.173768,Morning,Nursery,12,1309,Zone-09,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1309257,"Jahangirpuri, Block E-GBSSS",English,28.7265973,77.1681595,Evening,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Co-ed
1309258,"Jahangirpuri, Block E-GGSSS-1309258",English,28.726551,77.168101,Morning,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Co-ed
1309259,"Jahangirpuri, Block K-GBSSS",English,28.73025361,77.16716632,Evening,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Co-ed
1309260,"Jahangirpuri, Block K-GGSSS",English,28.73027607,77.16720708,Morning,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Co-ed
1309261,"Bhalswa Dairy, No-1,GGSS",English,28.75304927,77.16243106,Morning,6,10,1309,Zone-09,13,North West A,Government,Secondary Schools,Boys
1309262,Libaspur-GBSSS,English,28.7603397,77.164968,Evening,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Boys
1309263,Libaspur-GGSSS,English,28.760894,77.164713,Morning,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Boys
1309264,Qadipur-GBSSS,English,28.7743286,77.17046905,Evening,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Boys
1309265,Qadipur-GGSSS,English,28.7746328,77.17053309,Morning,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Boys
1309266,Bakhtawarpur-GBSSS,English,28.81375399,77.1617201,General,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Boys
1309267,Bakhtawarpur-SKV (BMS),English,28.82018989,77.17408668,General,Nursery,12,1309,Zone-09,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1309268,Singhu-G(Co-Ed)SSS,English,28.86179249,77.13693122,General,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Boys
1309269,Palla Majra-GBSSS,English,28.84432514,77.18725354,General,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Boys
1309270,Sarvodaya (Co-ed) Vidyalaya - Mukhmail Pur,English,28.78947288,77.16539234,General,Nursery,12,1309,Zone-09,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1309271,Kalyan Vihar-SV,English,28.68978993,77.19687374,General,Nursery,10,1309,Zone-09,13,North West A,Government,Sarvodaya Secondary Schools,Girls
1309272,Haider Pur-GBSS,English,28.72521784,77.14779337,Evening,6,10,1309,Zone-09,13,North West A,Government,Secondary Schools,Girls
1309273,Shalamar Village-GBSSS,English,28.719773,77.159978,Evening,6,12,1309,Zone-09,13,North West A,Government,Senior Secondary Schools,Girls
1309274,"Bhalswa Dairy, No-2,GBSS",English,28.7506341,77.1676711,Evening,6,10,1309,Zone-09,13,North West A,Government,Secondary Schools,Girls
1309279,"Jahangirpuri,Plot No.5, A-Block - SKV",English,28.724451,77.171531,General,Nursery,12,1309,Zone-09,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1309280,"Bhalswa Village, Sarvodaya Vidyalaya",English,28.756298,77.176981,General,Nursery,12,1309,Zone-09,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1309296,"Tripolia, DESU Colony-SV(Middle)",English,28.68431,77.19368,General,Nursery,8,1309,Zone-09,13,North West A,Government,Sarvodaya Middle Schools,Girls
1309302,"Govt.(Co-ed) Secondary School, Bhalswa Village",English,28.7577214,77.176864,General,6,10,1309,Zone-09,13,North West A,Government,Secondary Schools,Girls
1309305,"SOSE, Block- BT, Shalimar Bagh",English,28.70443831,77.15898966,General,9,12,1309,Zone-09,13,North West A,Government,School of Specialized Excellence(SOSE),Girls
1309308,Ambedkar School of Specialised Excellance (ASoSE),English,28.68431,77.19368,Morning,9,12,1309,Zone-09,13,North West A,Government,School of Specialized Excellence(SOSE),Girls
1310002,Prahalad Pur-SBV,English,28.75308343,77.07659985,Morning,Nursery,12,1310,Zone-10,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1309309,Government Senior Secondary Special School for Boys with Blindness,English,,,General,Nursery,12,1309,Zone-09,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1310004,Sannoth-SV,English,28.816646,77.069921,General,Nursery,12,1310,Zone-10,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1310005,Tikri Khurd- SKV,English,28.83389999,77.12692648,Morning,Nursery,12,1310,Zone-10,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1310007,Nangal Thakran-SBV (Ved Pandit Khushi Ram),English,28.81044633,77.00343352,General,Nursery,12,1310,Zone-10,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1310009,Badli-GBSSS,English,28.7323709,77.13783291,General,6,12,1310,Zone-10,13,North West A,Government,Senior Secondary Schools,Boys
1310008,Pooth Khurd-GBSSS,English,28.76555937,77.04809204,Evening,6,12,1310,Zone-10,13,North West A,Government,Senior Secondary Schools,Girls
1310015,Khera Khurd-GBSSS,English,28.77751865,77.09885264,General,6,12,1310,Zone-10,13,North West A,Government,Senior Secondary Schools,Girls
1310010,Katewara-GBSSS,English,28.80750258,76.96756663,General,6,12,1310,Zone-10,13,North West A,Government,Senior Secondary Schools,Co-ed
1310017,"Narela, SBV",English,28.84611702,77.0937439,General,Nursery,12,1310,Zone-10,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1310014,Alipur-GBSSS,English,28.7986032,77.1375364,General,6,12,1310,Zone-10,13,North West A,Government,Senior Secondary Schools,Boys
1310019,Bawana-GBSSS,English,28.7957929,77.0388834,General,6,12,1310,Zone-10,13,North West A,Government,Senior Secondary Schools,Girls
1310022,Bhorgarh-GBSSS,English,28.83109611,77.09466027,General,6,12,1310,Zone-10,13,North West A,Government,Senior Secondary Schools,Boys
1310025,Shahabad Dairy- GGSSS,English,28.74444,77.099862,Morning,6,12,1310,Zone-10,13,North West A,Government,Senior Secondary Schools,Boys
1310026,Harewali-G(Co-ed)SSS,English,28.835259,77.016334,General,6,12,1310,Zone-10,13,North West A,Government,Senior Secondary Schools,Girls
1310030,Holambi Kalan-G(CO-ED)SSS,English,28.79931634,77.09990463,General,6,12,1310,Zone-10,13,North West A,Government,Senior Secondary Schools,Boys
1310032,Prahalad Pur-SKV,Panjabi,28.75257885,77.0740028,General,Nursery,12,1310,Zone-10,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1310034,Badli-SKV,Panjabi,28.73255759,77.13851042,General,Nursery,12,1310,Zone-10,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1310033,Dariyapur Kalan-SKV (Updesh Kaur),Panjabi,28.80862333,77.01489086,General,Nursery,12,1310,Zone-10,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1310036,"Narela, No.1-SKV",Panjabi,28.84641838,77.08987478,General,Nursery,12,1310,Zone-10,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1310039,Khera  Kalan-SKV (Baba Nane Nath),Panjabi,28.77178876,77.11751505,General,Nursery,12,1310,Zone-10,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1310041,Khera Khurd-SKV,Panjabi,28.7781896,77.09906005,Morning,Nursery,12,1310,Zone-10,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1310031,Alipur-SKV,Panjabi,28.79690502,77.13835168,Morning,Nursery,12,1310,Zone-10,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1310042,Bawana-SKV (Ravi Shankar),Panjabi,28.79516467,77.03813835,General,Nursery,12,1310,Zone-10,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1310043,Pooth Khurd-SKV (Raja RamMohan Roy),Panjabi,28.76555937,77.04809204,Morning,Nursery,12,1310,Zone-10,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Co-ed
1310045,Samaipur-GGSSS,Panjabi,28.74235603,77.14269116,General,6,12,1310,Zone-10,13,North West A,Government,Senior Secondary Schools,Boys
1310049,Bankner-GGSSS,Panjabi,28.85043049,77.07313832,General,6,12,1310,Zone-10,13,North West A,Government,Senior Secondary Schools,Co-ed
1310056,Khera Khurd-St. John Co-ed Sec. School,Panjabi,28.77325458,77.09677624,Morning,6,10,1310,Zone-10,13,North West A,Aided,Secondary Schools,Boys
1310157,Siraspur-GGSSS,Panjabi,28.76129314,77.12839943,Morning,6,12,1310,Zone-10,13,North West A,Government,Senior Secondary Schools,Boys
1310164,"Narela, Pocket 5 & 6-GGSSS",Panjabi,28.84824112,77.09397887,General,6,12,1310,Zone-10,13,North West A,Government,Senior Secondary Schools,Boys
1310169,"Holambi Kalan,B-Block  GGSSS",Panjabi,28.81101009,77.09399174,Morning,6,12,1310,Zone-10,13,North West A,Government,Senior Secondary Schools,Co-ed
1310168,Bankner-SBV,Panjabi,28.85053492,77.07317836,General,Nursery,12,1310,Zone-10,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Boys
1310161,Barwala-G(Co-ed)SSS,Panjabi,28.75826444,77.06352613,General,6,12,1310,Zone-10,13,North West A,Government,Senior Secondary Schools,Co-ed
1310166,Narela-GBSSS (Mussadi Lal),Panjabi,28.84696299,77.09353851,General,6,12,1310,Zone-10,13,North West A,Government,Senior Secondary Schools,Girls
1310170,"Narela, No.2-SKV",Panjabi,28.84632035,77.09016961,General,Nursery,12,1310,Zone-10,13,North West A,Government,Sarvodaya Sr. Secondary Schools,Girls
1310206,Samaipur Badli-Dav Sr. Sec. School,Panjabi,28.74359022,77.14206895,Morning,6,12,1310,Zone-10,13,North West A,Aided,Senior Secondary Schools,Girls
1310210,"Harewali,Adarsh Sanskrit Vidya Peeth",Panjabi,28.83309919,77.00944171,Morning,6,12,1310,Zone-10,13,North West A,Aided,Senior Secondary Schools,Girls
