state_name,state_code,district_name,district_code,number_of_schools,number_of_teachers,students_surveyed,learning_outcome_code,performance,subject,grade,learning_outcome,latitude,longitude
Delhi,10,North West B,742,66,323,760,M1012,25.08443632,Math,Grade 10,"Calculates mean, median and mode for different sets of data related with real life contexts.",28.7373,77.091
Delhi,10,South,743,30,75,698,M418,43.15104712,Math,Grade 5,Calculates time intervals/duration of familiar daily life events by using forward or backward counting/addition and subtraction,28.5436,77.2706
Delhi,10,South East,744,34,98,756,M418,39.19081592,Math,Grade 5,Calculates time intervals/duration of familiar daily life events by using forward or backward counting/addition and subtraction,28.563,77.2611
Delhi,10,New Delhi,79,34,98,899,M418,49.16510273,Math,Grade 5,Calculates time intervals/duration of familiar daily life events by using forward or backward counting/addition and subtraction,28.5669,77.1295
Delhi,10,South West A,84,41,115,1099,M418,47.34605416,Math,Grade 5,Calculates time intervals/duration of familiar daily life events by using forward or backward counting/addition and subtraction,28.5929,77.0346
Delhi,10,South West B,745,27,77,737,M418,46.94742201,Math,Grade 5,Calculates time intervals/duration of familiar daily life events by using forward or backward counting/addition and subtraction,28.6122,76.9865
Delhi,10,East,740,34,93,941,M418,42.42851945,Math,Grade 5,Calculates time intervals/duration of familiar daily life events by using forward or backward counting/addition and subtraction,28.6146,77.2959
Delhi,10,West B,746,28,89,746,M418,42.16584816,Math,Grade 5,Calculates time intervals/duration of familiar daily life events by using forward or backward counting/addition and subtraction,28.6196,77.0881
Delhi,10,West A,85,30,85,781,M418,42.72249714,Math,Grade 5,Calculates time intervals/duration of familiar daily life events by using forward or backward counting/addition and subtraction,28.6246,77.2987
Delhi,10,North,80,31,94,772,M418,42.77621261,Math,Grade 5,Calculates time intervals/duration of familiar daily life events by using forward or backward counting/addition and subtraction,28.6859,77.2148
Delhi,10,Central,77,30,82,689,M418,44.34796263,Math,Grade 5,Calculates time intervals/duration of familiar daily life events by using forward or backward counting/addition and subtraction,28.6859,77.2148
Delhi,10,North East,741,28,66,674,M418,35.55092561,Math,Grade 5,Calculates time intervals/duration of familiar daily life events by using forward or backward counting/addition and subtraction,28.7133,77.257
Delhi,10,North West A,82,28,71,711,M418,40.02873545,Math,Grade 5,Calculates time intervals/duration of familiar daily life events by using forward or backward counting/addition and subtraction,28.7186,77.0685
Delhi,10,North West B,742,31,85,856,M418,42.77938507,Math,Grade 5,Calculates time intervals/duration of familiar daily life events by using forward or backward counting/addition and subtraction,28.7373,77.091
Delhi,10,South,743,57,274,649,SCI1006,28.11287165,Sci,Grade 10,Calculates using the data given,28.5436,77.2706
Delhi,10,South East,744,70,349,767,SCI1006,30.488507,Sci,Grade 10,Calculates using the data given,28.563,77.2611
Delhi,10,New Delhi,79,57,275,658,SCI1006,34.99248308,Sci,Grade 10,Calculates using the data given,28.5669,77.1295
Delhi,10,South West A,84,72,349,791,SCI1006,30.1769249,Sci,Grade 10,Calculates using the data given,28.5929,77.0346
Delhi,10,South West B,745,62,308,718,SCI1006,28.39386303,Sci,Grade 10,Calculates using the data given,28.6122,76.9865
Delhi,10,East,740,67,329,794,SCI1006,30.73389375,Sci,Grade 10,Calculates using the data given,28.6146,77.2959
Delhi,10,West B,746,66,322,721,SCI1006,29.36960997,Sci,Grade 10,Calculates using the data given,28.6196,77.0881
Delhi,10,West A,85,67,329,757,SCI1006,27.96416185,Sci,Grade 10,Calculates using the data given,28.6246,77.2987
Delhi,10,North,80,76,371,840,SCI1006,30.96026852,Sci,Grade 10,Calculates using the data given,28.6859,77.2148
Delhi,10,Central,77,71,358,803,SCI1006,28.94080186,Sci,Grade 10,Calculates using the data given,28.6859,77.2148
Delhi,10,North East,741,60,276,643,SCI1006,32.35668043,Sci,Grade 10,Calculates using the data given,28.7133,77.257
Delhi,10,North West A,82,66,320,723,SCI1006,29.28401717,Sci,Grade 10,Calculates using the data given,28.7186,77.0685
Delhi,10,North West B,742,66,323,760,SCI1006,30.72433171,Sci,Grade 10,Calculates using the data given,28.7373,77.091
Delhi,10,South,743,57,274,649,SST1002,47.20355539,Sst,Grade 10,"Classifies and compares events, facts, data, and figures.",28.5436,77.2706
Delhi,10,South East,744,70,349,767,SST1002,43.86027619,Sst,Grade 10,"Classifies and compares events, facts, data, and figures.",28.563,77.2611
Delhi,10,New Delhi,79,57,275,658,SST1002,53.43469026,Sst,Grade 10,"Classifies and compares events, facts, data, and figures.",28.5669,77.1295
Delhi,10,South West A,84,72,349,791,SST1002,52.35508094,Sst,Grade 10,"Classifies and compares events, facts, data, and figures.",28.5929,77.0346
Delhi,10,South West B,745,62,308,718,SST1002,50.66971242,Sst,Grade 10,"Classifies and compares events, facts, data, and figures.",28.6122,76.9865
Delhi,10,East,740,67,329,794,SST1002,49.51127025,Sst,Grade 10,"Classifies and compares events, facts, data, and figures.",28.6146,77.2959
Delhi,10,West B,746,66,322,721,SST1002,49.76176698,Sst,Grade 10,"Classifies and compares events, facts, data, and figures.",28.6196,77.0881
Delhi,10,West A,85,67,329,757,SST1002,44.63618656,Sst,Grade 10,"Classifies and compares events, facts, data, and figures.",28.6246,77.2987
Delhi,10,North,80,76,371,840,SST1002,49.16006446,Sst,Grade 10,"Classifies and compares events, facts, data, and figures.",28.6859,77.2148
Delhi,10,Central,77,71,358,803,SST1002,50.95136539,Sst,Grade 10,"Classifies and compares events, facts, data, and figures.",28.6859,77.2148
Delhi,10,North East,741,60,276,643,SST1002,40.53925511,Sst,Grade 10,"Classifies and compares events, facts, data, and figures.",28.7133,77.257
Delhi,10,North West A,82,66,320,723,SST1002,43.82121847,Sst,Grade 10,"Classifies and compares events, facts, data, and figures.",28.7186,77.0685
Delhi,10,North West B,742,66,323,760,SST1002,48.42363038,Sst,Grade 10,"Classifies and compares events, facts, data, and figures.",28.7373,77.091
Delhi,10,South,743,30,75,698,M509,48.7017117,Math,Grade 5,"Classifies angles into right angle, acute angle, obtuse angle and represents the same by drawing and tracing",28.5436,77.2706
Delhi,10,South East,744,34,98,756,M509,45.01097554,Math,Grade 5,"Classifies angles into right angle, acute angle, obtuse angle and represents the same by drawing and tracing",28.563,77.2611
Delhi,10,New Delhi,79,34,98,899,M509,44.94924465,Math,Grade 5,"Classifies angles into right angle, acute angle, obtuse angle and represents the same by drawing and tracing",28.5669,77.1295
Delhi,10,South West A,84,41,115,1099,M509,49.69373733,Math,Grade 5,"Classifies angles into right angle, acute angle, obtuse angle and represents the same by drawing and tracing",28.5929,77.0346
Delhi,10,South West B,745,27,77,737,M509,47.39012568,Math,Grade 5,"Classifies angles into right angle, acute angle, obtuse angle and represents the same by drawing and tracing",28.6122,76.9865
Delhi,10,East,740,34,93,941,M509,43.08078479,Math,Grade 5,"Classifies angles into right angle, acute angle, obtuse angle and represents the same by drawing and tracing",28.6146,77.2959
Delhi,10,West B,746,28,89,746,M509,40.14348447,Math,Grade 5,"Classifies angles into right angle, acute angle, obtuse angle and represents the same by drawing and tracing",28.6196,77.0881
Delhi,10,West A,85,30,85,781,M509,45.26700754,Math,Grade 5,"Classifies angles into right angle, acute angle, obtuse angle and represents the same by drawing and tracing",28.6246,77.2987
Delhi,10,North,80,31,94,772,M509,40.90054484,Math,Grade 5,"Classifies angles into right angle, acute angle, obtuse angle and represents the same by drawing and tracing",28.6859,77.2148
Delhi,10,Central,77,30,82,689,M509,50.6777759,Math,Grade 5,"Classifies angles into right angle, acute angle, obtuse angle and represents the same by drawing and tracing",28.6859,77.2148
Delhi,10,North East,741,28,66,674,M509,37.52878483,Math,Grade 5,"Classifies angles into right angle, acute angle, obtuse angle and represents the same by drawing and tracing",28.7133,77.257
Delhi,10,North West A,82,28,71,711,M509,39.50091848,Math,Grade 5,"Classifies angles into right angle, acute angle, obtuse angle and represents the same by drawing and tracing",28.7186,77.0685
Delhi,10,North West B,742,31,85,856,M509,48.39873537,Math,Grade 5,"Classifies angles into right angle, acute angle, obtuse angle and represents the same by drawing and tracing",28.7373,77.091
Delhi,10,South,743,50,193,691,SCI703,40.2528439,Sci,Grade 8,Classifies materials and organisms based on properties/characteristics,28.5436,77.2706
Delhi,10,South East,744,62,247,785,SCI703,42.46325929,Sci,Grade 8,Classifies materials and organisms based on properties/characteristics,28.563,77.2611
Delhi,10,New Delhi,79,55,216,728,SCI703,45.85003668,Sci,Grade 8,Classifies materials and organisms based on properties/characteristics,28.5669,77.1295
Delhi,10,South West A,84,67,253,859,SCI703,42.78293871,Sci,Grade 8,Classifies materials and organisms based on properties/characteristics,28.5929,77.0346
Delhi,10,South West B,745,51,204,720,SCI703,39.38554797,Sci,Grade 8,Classifies materials and organisms based on properties/characteristics,28.6122,76.9865
Delhi,10,East,740,62,239,860,SCI703,42.91433457,Sci,Grade 8,Classifies materials and organisms based on properties/characteristics,28.6146,77.2959
Delhi,10,West B,746,56,219,705,SCI703,42.42626703,Sci,Grade 8,Classifies materials and organisms based on properties/characteristics,28.6196,77.0881
Delhi,10,West A,85,57,213,776,SCI703,38.0408098,Sci,Grade 8,Classifies materials and organisms based on properties/characteristics,28.6246,77.2987
Delhi,10,North,80,62,248,804,SCI703,40.4781676,Sci,Grade 8,Classifies materials and organisms based on properties/characteristics,28.6859,77.2148
Delhi,10,Central,77,62,245,836,SCI703,40.78913822,Sci,Grade 8,Classifies materials and organisms based on properties/characteristics,28.6859,77.2148
Delhi,10,North East,741,53,196,659,SCI703,32.91454776,Sci,Grade 8,Classifies materials and organisms based on properties/characteristics,28.7133,77.257
Delhi,10,North West A,82,57,219,746,SCI703,39.84515412,Sci,Grade 8,Classifies materials and organisms based on properties/characteristics,28.7186,77.0685
Delhi,10,North West B,742,57,219,750,SCI703,42.94326068,Sci,Grade 8,Classifies materials and organisms based on properties/characteristics,28.7373,77.091
Delhi,10,South,743,57,274,649,SCI1002,43.72543757,Sci,Grade 10,"Classifies materials, objects, organisms, phenomena, and processes, based on properties and characteristics.",28.5436,77.2706
Delhi,10,South East,744,70,349,767,SCI1002,40.13547271,Sci,Grade 10,"Classifies materials, objects, organisms, phenomena, and processes, based on properties and characteristics.",28.563,77.2611
Delhi,10,New Delhi,79,57,275,658,SCI1002,49.38885984,Sci,Grade 10,"Classifies materials, objects, organisms, phenomena, and processes, based on properties and characteristics.",28.5669,77.1295
Delhi,10,South West A,84,72,349,791,SCI1002,47.04990074,Sci,Grade 10,"Classifies materials, objects, organisms, phenomena, and processes, based on properties and characteristics.",28.5929,77.0346
Delhi,10,South West B,745,62,308,718,SCI1002,41.62667649,Sci,Grade 10,"Classifies materials, objects, organisms, phenomena, and processes, based on properties and characteristics.",28.6122,76.9865
Delhi,10,East,740,67,329,794,SCI1002,43.26556317,Sci,Grade 10,"Classifies materials, objects, organisms, phenomena, and processes, based on properties and characteristics.",28.6146,77.2959
Delhi,10,West B,746,66,322,721,SCI1002,41.77402438,Sci,Grade 10,"Classifies materials, objects, organisms, phenomena, and processes, based on properties and characteristics.",28.6196,77.0881
Delhi,10,West A,85,67,329,757,SCI1002,40.0305533,Sci,Grade 10,"Classifies materials, objects, organisms, phenomena, and processes, based on properties and characteristics.",28.6246,77.2987
Delhi,10,North,80,76,371,840,SCI1002,43.70308296,Sci,Grade 10,"Classifies materials, objects, organisms, phenomena, and processes, based on properties and characteristics.",28.6859,77.2148
Delhi,10,Central,77,71,358,803,SCI1002,45.37377147,Sci,Grade 10,"Classifies materials, objects, organisms, phenomena, and processes, based on properties and characteristics.",28.6859,77.2148
Delhi,10,North East,741,60,276,643,SCI1002,40.34593338,Sci,Grade 10,"Classifies materials, objects, organisms, phenomena, and processes, based on properties and characteristics.",28.7133,77.257
Delhi,10,North West A,82,66,320,723,SCI1002,40.59212459,Sci,Grade 10,"Classifies materials, objects, organisms, phenomena, and processes, based on properties and characteristics.",28.7186,77.0685
Delhi,10,North West B,742,66,323,760,SCI1002,42.7814065,Sci,Grade 10,"Classifies materials, objects, organisms, phenomena, and processes, based on properties and characteristics.",28.7373,77.091
Delhi,10,South,743,30,75,698,M516,47.00305478,Math,Grade 5,Collects data related to various daily life situations. represents it in tabular form and as bar graphs and interprets it,28.5436,77.2706
Delhi,10,South East,744,34,98,756,M516,39.96510445,Math,Grade 5,Collects data related to various daily life situations. represents it in tabular form and as bar graphs and interprets it,28.563,77.2611
Delhi,10,New Delhi,79,34,98,899,M516,49.78600358,Math,Grade 5,Collects data related to various daily life situations. represents it in tabular form and as bar graphs and interprets it,28.5669,77.1295
Delhi,10,South West A,84,41,115,1099,M516,47.61413289,Math,Grade 5,Collects data related to various daily life situations. represents it in tabular form and as bar graphs and interprets it,28.5929,77.0346
Delhi,10,South West B,745,27,77,737,M516,45.7253399,Math,Grade 5,Collects data related to various daily life situations. represents it in tabular form and as bar graphs and interprets it,28.6122,76.9865
Delhi,10,East,740,34,93,941,M516,44.3055663,Math,Grade 5,Collects data related to various daily life situations. represents it in tabular form and as bar graphs and interprets it,28.6146,77.2959
Delhi,10,West B,746,28,89,746,M516,40.9358679,Math,Grade 5,Collects data related to various daily life situations. represents it in tabular form and as bar graphs and interprets it,28.6196,77.0881
Delhi,10,West A,85,30,85,781,M516,46.10322904,Math,Grade 5,Collects data related to various daily life situations. represents it in tabular form and as bar graphs and interprets it,28.6246,77.2987
