state_name,state_code,board,subject,content_name,mime_type,total_no_of_plays(App and Portal),total_play_time(App and Portal),grade,medium,category
Delhi,10,State (Delhi),"['English', 'Mathematics', 'Science']","29 Nov 2021 Class 9 English, Hindi,Maths, Science, Social Science English Medium Assessment DOE Worksheet",Document,10,0.85,Class 9,English,ETB
Delhi,10,State (Delhi),"['English', 'Mathematics', 'Science']","24 JAN to 29 JAN2022 Class 9 Science, Social Science,Maths,Hindi and English  Assessment DOE Worksheet",Document,5,0.6,Class 9,English,ETB
Delhi,10,State (Delhi),"['English', 'Mathematics']",03 October 2020 Class 9 English DoE worksheet,Document,46,0.63,Class 9,English,ETB
Delhi,10,State (Delhi),"['English', 'Mathematics']","16 September 2020 Class 9 Maths ,Science, Hindi DoE Worksheet",Document,28,0.59,Class 9,English,ETB
Delhi,10,State (Delhi),"['English', 'Mathematics']","28 Sept 2020 Class 9 Maths, Science, Hindi  DoE worksheet",Document,17,0.89,Class 9,English,ETB
Delhi,10,State (Delhi),"['English', 'Mathematics']",27 December 2021 to 31 December 2021 Class 9 English Hindi Science Maths Social Science DoE worksheets,Document,0,0,Class 9,English,ETB
Delhi,10,State (Delhi),"['English', 'Political Science']",8 October 2020 Class9 English and Social Science DoE Worksheet,Document,26,0.48,Class 9,English,ETB
Delhi,10,State (Delhi),"['English', 'Political Science']",7 August 2021 Class 9 Social Science English DoE worksheet,Document,1,0.35,Class 9,English,ETB
Delhi,10,State (Delhi),"['English', 'Social Science']","01 Sep Class9 English , Social Science DoE worksheets",Document,268,0.5,Class 9,English,ETB
Delhi,10,State (Delhi),"['English', 'Social Science']","29 Aug Social Science, English Class 9,  DoE Worksheet",Document,73,0.62,Class 9,English,ETB
Delhi,10,State (Delhi),"['English', 'Social Science']","25 Aug Class 9, Social Science,  English, DoE Worksheet",Document,59,0.76,Class 9,English,ETB
Delhi,10,State (Delhi),"['English', 'Social Science']","27 Aug Class 9, Eng, Social Science, DoE Worksheet",Document,38,0.57,Class 9,English,ETB
Delhi,10,State (Delhi),"['English', 'Social Science']","19 Sept 2020 Class 9 English, Social Science DoE worksheet",Document,28,0.46,Class 9,English,ETB
Delhi,10,State (Delhi),"['English', 'Social Science']","17 Sept 2020 Class 9 English, Social Science worksheet",Document,27,0.62,Class 9,English,ETB
Delhi,10,State (Delhi),"['English', 'Social Science']","19 Sept 2020 Class 9 English, Social Science DoE worksheet",Document,21,0.71,Class 9,English,ETB
Delhi,10,State (Delhi),"['English', 'Social Science']","13 October Class 10 English , Social Science DoE Worksheet",Document,13,0.39,Class 9,English,ETB
Delhi,10,State (Delhi),"['English', 'Social Science']","3 Sept Class 9 English, Social Science DoE Worksheet",Document,7,0.3,Class 9,English,ETB
Delhi,10,State (Delhi),"['General Awareness', 'Political Science']",WORKSHEETS OF CONSTITUTION AT 70,Document,42,1.61,Class 9,English,ETB
Delhi,10,State (Delhi),"['Geography', 'Mathematics']","25 Oct to 30 Oct 2021 Class 9 Hindi, Social Science, Science, English, Maths DoE worksheets",Document,2,2.36,Class 9,English,ETB
Delhi,10,State (Delhi),"['Hindi', 'Mathematics', 'Science']","24 Aug, Class 9, Science, Maths, Hindi DoE Worksheet",Document,98,1.46,Class 9,English,ETB
Delhi,10,State (Delhi),"['Hindi', 'Mathematics', 'Science']","26 Aug class 9, Science, Maths, Hindi DoE Worksheet",Document,69,1.83,Class 9,English,ETB
Delhi,10,State (Delhi),"['Hindi', 'Mathematics', 'Science']","28 Aug class 9, Science, Maths, Hindi, DoE Worksheets",Document,61,0.63,Class 9,English,ETB
Delhi,10,State (Delhi),"['Hindi', 'Mathematics', 'Science']","14 September 2020 Class 9 Maths, Science, Hindi DoE Worksheet",Document,48,0.62,Class 9,English,ETB
Delhi,10,State (Delhi),"['Hindi', 'Mathematics', 'Science']","23 October 2020 Class 9 Maths, Science, Hindi  DoE Worksheet",Document,20,0.61,Class 9,English,ETB
Delhi,10,State (Delhi),"['Hindi', 'Mathematics', 'Science']","12 October 2020 Class 9 Hindi, Maths, Science DoE worksheet",Document,15,0.94,Class 9,English,ETB
Delhi,10,State (Delhi),"['Hindi', 'Mathematics', 'Science']","4 Sep Class 9 Maths, Science, Hindi DoE Worksheets",Document,13,1.64,Class 9,English,ETB
Delhi,10,State (Delhi),"['Hindi', 'Mathematics', 'Science']","7 Sept Class 9 Hindi, Maths,  Science DoE Worksheet",Document,8,0.45,Class 9,English,ETB
Delhi,10,State (Delhi),"['Hindi', 'Mathematics', 'Science']","18 Sept Class 9 Maths, Science, Hindi DoE Worksheets",Document,8,0.72,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']","31 Aug Class9 Maths, Science , Hindi DoE Worksheet",Document,142,0.62,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']","7 October 2020 Class 9 Hindi, Maths , Science DoE Worksheets",Document,62,0.81,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']","9 October 2020 Class 9 Maths,  science, Hindi  DoE worksheet",Document,52,0.57,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",02 December 2020 Class 9 Maths Science Hindi DoE worksheets,Document,36,0.49,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']","25 Sept 2020 Class 9 Maths, Science, Hindi DoE worksheet English medium",Document,30,0.76,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",04 December 2020 Class 9 Maths Science Hindi DoE worksheet,Document,22,0.79,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",27 November 2020 Class 9 Science Maths Hindi DoE worksheets,Document,20,0.56,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",13 November Class 9 Maths Science Hindi DoE Worksheet,Document,19,0.74,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']","23 Sept 2020 Class 9 Maths, Science, Hindi  DoE Worksheet",Document,17,1.03,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']","18 Oct 2021 Class 9 Social Science,Maths, Science Assessment  English MediumDOE Worksheet",Document,16,0.47,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",25 November 2020 Class 9 Science Maths Hindi DoE worksheets,Document,16,0.59,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']","30 Sept 2020 Class 9  Maths,Hindi, Science DoE Worksheet -4",Document,15,1.58,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']","19 October Class 9 Maths , Science, Hindi  DoE Worksheet",Document,14,0.92,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",18 November 2020 Class 9 Hindi Science Maths DoE worksheets,Document,14,0.52,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",10 October  Class 9 English and Social Science DoE Worksheet,Document,13,0.29,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']","21 October 2020 Class 9  Maths, Science,Hindi  DoE Worksheet",Document,13,0.7,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']","16 October  2020 Class 9 Maths ,Science, Hindi DoE Worksheet",Document,11,0.51,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",9 November 2020 Class 10 Hindi Science Maths Hindi DoE Worksheet,Document,11,0.57,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",9 November Class 9 Mathematics Science Hindi DoE Worksheet,Document,10,0.44,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",4 November Class 9 Maths Science Hindi DoE Worksheet,Document,9,0.66,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",6 November Class 9 Maths Science Hindi DoE worksheet,Document,9,0.79,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",20 November 2020 Class 9 Maths Science Hindi DoE worksheets,Document,9,0.3,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",11 November Class 9 Maths Science Hindi DoE Worksheet,Document,8,0.39,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",07 December 2020 Class 9 Maths Science Hindi DoE worksheets,Document,7,0.79,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",23 November 2020 Class 9 Science Maths Hindi DoE Worksheets,Document,6,0.19,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",2 November 2020 Class 9 Science Maths Hindi DoE worksheet,Document,6,0.95,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",23 December 2020 Class 9 Maths Science Hindi DoE worksheets,Document,5,0.53,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",3 September 2021 Class 9 Mathematics Hindi Science DoE Worksheets,Document,4,0.29,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",29 October 2020 Class 9 Maths Science Hindi DoE Worksheets,Document,3,0.75,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",4 August 2021 Class 9 Mathematics Science Hindi DoE Worksheets,Document,2,0.31,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",1 September 2021 Class 9 Mathematics Science Hindi DoE Worksheets,Document,2,1.11,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",23 October 2020 Class 9 Maths Hindi Science DoE Worksheets,Document,2,0.58,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",6 August 2021 Class 9 Mathematics Science Hindi DoE worksheet,Document,1,0.4,Class 9,English,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",6 September 2021 Class 9 Mathematics Science Hindi DoE Worksheets,Document,0,0,Class 9,English,ETB
Delhi,10,State (Delhi),CPD,Help Desk Delhi,Document,1310757,0.84,Others,English,ETB
Delhi,10,State (Delhi),CPD,Help Desk,Document,422765,0.87,Others,English,ETB
Delhi,10,State (Delhi),CPD,DL_Blog Activity 1.4,Document,57140,2.13,Others,English,ETB
Delhi,10,State (Delhi),CPD,DL_Blog Activity 1.5,Document,50850,1.32,Others,English,ETB
Delhi,10,State (Delhi),CPD,Activity 1: Perspective Taking,Document,47475,1.4,Others,English,ETB
Delhi,10,State (Delhi),CPD,Activity 2: Understanding what are personal social qualities,Document,46262,1.09,Others,English,ETB
Delhi,10,State (Delhi),CPD,Activity 2: Fitness activities,Document,45283,1.35,Others,English,ETB
Delhi,10,State (Delhi),CPD,Activity 3 - Core Strengths,Document,44227,0.94,Others,English,ETB
Delhi,10,State (Delhi),CPD,5 Activity 1_1,Document,43370,0.99,Others,English,ETB
Delhi,10,State (Delhi),CPD,4 Activity 1_1,Document,42123,1.22,Others,English,ETB
Delhi,10,State (Delhi),CPD,4 Activity 1_2,Document,40287,1.15,Others,English,ETB
Delhi,10,State (Delhi),CPD,5 Activity 1_2,Document,38921,0.83,Others,English,ETB
Delhi,10,State (Delhi),CPD,6 Activity 1_1,Document,34112,0.98,Others,English,ETB
Delhi,10,State (Delhi),CPD,6 Activity 1_2,Document,33770,0.75,Others,English,ETB
Delhi,10,State (Delhi),CPD,Activity 4.1: School Life - Share Your Ideas,Document,30954,0.28,Others,English,ETB
Delhi,10,State (Delhi),CPD,Activity 7.1,Document,29907,0.85,Others,English,ETB
Delhi,10,State (Delhi),CPD,Activity 8.1,Document,29612,0.75,Others,English,ETB
Delhi,10,State (Delhi),CPD,Activity 8.2,Document,28895,0.68,Others,English,ETB
Delhi,10,State (Delhi),CPD,13 Activity 2,Document,28607,0.74,Others,English,ETB
Delhi,10,State (Delhi),CPD,13 Activity 1,Document,28521,0.8,Others,English,ETB
Delhi,10,State (Delhi),CPD,Activity 7.2,Document,28335,0.75,Others,English,ETB
Delhi,10,State (Delhi),CPD,Activity 16 :1,Document,28326,0.9,Others,English,ETB
Delhi,10,State (Delhi),CPD,Activity 9.2,Document,27970,0.79,Others,English,ETB
Delhi,10,State (Delhi),CPD,Module 12 Activity-2,Document,27582,0.71,Others,English,ETB
Delhi,10,State (Delhi),CPD,Activity 16 :2,Document,27573,0.65,Others,English,ETB
Delhi,10,State (Delhi),CPD,Activity 9.1,Document,27199,0.88,Others,English,ETB
Delhi,10,State (Delhi),CPD,Activity 2: Share Your Thoughts,Document,27147,0.33,Others,English,ETB
Delhi,10,State (Delhi),CPD,Module 10 Activity-1,Document,26929,0.77,Others,English,ETB
Delhi,10,State (Delhi),CPD,Activity 17: 1,Document,26897,0.68,Others,English,ETB
Delhi,10,State (Delhi),CPD,Activity 17: 2,Document,26745,0.63,Others,English,ETB
Delhi,10,State (Delhi),CPD,Module 11 Activity-1,Document,26593,0.76,Others,English,ETB
Delhi,10,State (Delhi),CPD,Course 1: Activity 4 - Share Your Experiences,Document,26570,0.46,Others,English,ETB
Delhi,10,State (Delhi),CPD,Module 12 Activity-1,Document,26529,0.76,Others,English,ETB
Delhi,10,State (Delhi),CPD,Activity 18: 1,Document,26370,0.64,Others,English,ETB
Delhi,10,State (Delhi),CPD,15 Activity 1,Document,25785,0.75,Others,English,ETB
Delhi,10,State (Delhi),CPD,Module 10 Activity-2,Document,25705,0.66,Others,English,ETB
Delhi,10,State (Delhi),CPD,Activity 18: 2,Document,25678,0.54,Others,English,ETB
Delhi,10,State (Delhi),CPD,14 Activity 1,Document,25493,0.65,Others,English,ETB
Delhi,10,State (Delhi),CPD,Module 11 Activity-2,Document,25469,0.61,Others,English,ETB
Delhi,10,State (Delhi),CPD,14 Activity 2,Document,25410,0.64,Others,English,ETB
Delhi,10,State (Delhi),CPD,15 Activity 2,Document,25111,0.65,Others,English,ETB
Delhi,10,State (Delhi),CPD,1 Activity 2 2021,Document,24684,0.4,Others,English,ETB
Delhi,10,State (Delhi),CPD,Activity 16 :1H,Document,22642,1.16,Others,English,ETB
Delhi,10,State (Delhi),CPD,4_13_eng_activity4_share_your_thoughts,Document,22299,0.35,Others,English,ETB
