state_name,state_code,board,subject,content_name,mime_type,total_no_of_plays(App and Portal),total_play_time(App and Portal),grade,medium,category
Delhi,10,State (Delhi),"['Hindi', 'Mathematics', 'Science']","16 September 2020 Class 9 Maths ,Science, Hindi DoE Worksheet",Document,6,0.81,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Hindi', 'Mathematics', 'Science']","29 Nov 2021 Class 9 English, Hindi,Maths, Science, Social Science Hindi Medium Assessment DOE Worksheet",Document,6,0.42,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Hindi', 'Mathematics', 'Science']",6 September 2021 class 9 Mathematics Science Hindi DoE Worksheets,Document,6,0.2,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Hindi', 'Mathematics', 'Science']",4 November Class 9 Maths Science Hindi DoE Worksheet,Document,6,0.36,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Hindi', 'Mathematics', 'Science']","14 October 2020 Class 9  Maths, Science, Hindi DoE Worksheet",Document,5,0.56,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Hindi', 'Mathematics', 'Science']",13 November Class 9 Maths Science Hindi DoE Worksheet,Document,4,1.29,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Hindi', 'Mathematics', 'Science']","24 JAN to 29 JAN2022 Class 9 Science, Social Science,Maths,Hindi and English Hindi Medium Assessment DOE Worksheet",Document,2,0.25,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Hindi', 'Mathematics', 'Science']",4 August 2021 Class 9 Mathematics Science Hindi DoE Worksheet,Document,2,0.23,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Hindi', 'Mathematics', 'Science']",3 September 2021 Class 9 Mathematics Hindi Science DoE Worksheets,Document,2,0.31,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Hindi', 'Mathematics', 'Science']",10 September 2021 Class 9 Science Mathematics Hindi DoE Worksheets,Document,2,7.12,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Hindi', 'Mathematics', 'Science']",6 August 2021 Class 9 Mathematics Science Hindi DoE worksheets,Document,1,0.44,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Hindi', 'Mathematics']",5 April 2021 Class 9 Science Hindi Maths DoE worksheet,Document,3251,0.87,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Hindi', 'Mathematics']","02 October 2020 Class 9 Mathematics, Science, Hindi",Document,56,0.49,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Hindi', 'Mathematics']","16 October  2020 Class 9 Maths ,Science, Hindi DoE Worksheet",Document,9,0.4,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Hindi', 'Science']",20  December 2021 Class 9 English Hindi Maths Science Social Science DoE worksheet,Document,15,1.23,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",9 April 2021 Class 9 Hindi Maths Science DoE worksheet,Document,112,1.07,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']","11 Sept Class 6 Science, Maths, Hindi, DoE Worksheet Hindi medium",Document,83,0.72,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",7 April 2021 Class 9 Hindi Science Maths DoE worksheet,Document,59,0.77,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",02 December 2020 Class 9 Maths Science Hindi DoE worksheets,Document,34,0.37,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",12 April 2021 Class 9 Maths Science Hindi DoE worksheet,Document,28,0.86,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",03 February  2021 Class 9 Maths Hindi Science DoE worksheet,Document,22,0.51,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",27 November 2020 Class 9 Science Maths Hindi DoE worksheet,Document,19,0.96,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']","29 October 2020 Class 9  Maths, Science,Hindi  DoE Worksheet",Document,16,1.89,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']","12 October 2020 Class 9 Hindi, Maths, Science DoE worksheet",Document,13,0.47,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']","14 October 2020 Class 9  Maths, Science, Hindi DoE Worksheet",Document,10,0.8,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']","18 Oct 2021 Class 9 Social Science,Maths, Science Assessment  Hindi MediumDOE Worksheet",Document,8,1.6,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",18 November 2020 Class 9 Hindi Science Maths DoE worksheet,Document,8,0.33,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",18 December 2020 Class 9 Maths Science Hindi DoE worksheet,Document,8,0.27,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",20 November 2020 Class 9 Hindi Maths Science DoE worksheet,Document,7,0.68,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']","20 August Class 9 Maths, Science, English",Document,6,0.48,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",17 February 2021 Class 9 Science Maths Hindi DoE worksheets,Document,6,0.57,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",23 November 2020 Class 9 Hindi Science Maths DoE Worksheets,Document,6,5.92,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",29 October 2020 Class 9 Hindi Maths Science DoE Worksheets,Document,5,0.45,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",16 November 2020 Class 9 Hindi Maths Science DoE worksheets,Document,5,0.3,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",25 November 2020 Class 9 Science Maths Hindi DoE worksheet,Document,5,2.65,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",28 December 2020 Class 9 Maths Science Hindi DoE worksheet,Document,5,0.29,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",07 December 2020 Class 9 Maths Science Hindi DoE worksheets,Document,4,0.2,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",19 February 2021 Class 9 Maths Science Hindi DoE worksheet,Document,3,0.69,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",05 February 2021 Class 9 Hindi Science Maths DoE worksheets,Document,3,0.33,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",18 Oct to 23 Oct 2021 Class 9 Hindi English Science Social Science Maths DoE worksheet,Document,3,0.5,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",9 November 2020 Class 10 Hindi Science Maths DoE Worksheet,Document,3,0.34,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",14 December 2020 Class 9 Maths Science Hindi DoE worksheet,Document,3,0.11,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",15 February 2021 Class 9 Maths Science Hindi DoE worksheets,Document,2,0.39,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']","25 Oct to 30 Oct 2021 Class 9 Hindi, Social Science, Science, English, Maths DoE worksheet",Document,2,1.42,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",23 December 2020 Class 9 Maths Science Hindi DoE worksheet,Document,2,15.17,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",29 January 2021 Class 9 Science Hindi Maths Worksheets,Document,1,3.41,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",26 February 2021 Class 9 Hindi Science Maths DoE worksheets,Document,1,0.11,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",9 August 2021 Class 9 Mathematics Science Hindi DOE Worksheets,Document,1,0.28,Class 9,Hindi,ETB
Delhi,10,State (Delhi),"['Mathematics', 'Science']",23 October 2020 Class 9 Hindi Science Maths DoE Worksheets,Document,1,0.32,Class 9,Hindi,ETB
Delhi,10,State (Delhi),CPD,5 Activity 11,Document,40748,1.35,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,5 Activity 22,Document,36750,1.1,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,à¤—à¤¤à¤¿à¤µà¤¿à¤§à¤¿ 1: à¤à¤• à¤ªà¤°à¤°à¤ªà¥à¤°à¥‡à¤•à¥à¤·à¥à¤¯,Document,34392,1.53,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,"à¤µà¥à¤¯à¤•à¥à¤¤à¤¿à¤—à¤¤-à¤¸à¤¾à¤®à¤¾à¤œà¤¿à¤• à¤—à¥à¤£à¥‹à¤‚ à¤•à¥‹ à¤¸à¤®à¤à¤¨à¤¾",Document,33507,1.23,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,"à¤¦à¤¿à¤²à¥à¤²à¥€_à¤—à¤¤à¤¿à¤µà¤¿à¤§à¤¿ 4: à¤šà¤¿à¤‚à¤¤à¤¨ à¤•à¤°à¤¨à¤¾",Document,32639,2.15,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Activity 7.1 H,Document,32022,1.16,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,"à¤—à¤¤à¤¿à¤µà¤¿à¤§à¤¿ 2: à¤¸à¥à¤µà¤¾à¤¸à¥à¤¥à¥à¤¯ à¤¸à¤‚à¤¬à¤‚à¤§à¤¿à¤¤ à¤—à¤¤à¤¿à¤µà¤¿à¤§à¤¿à¤¯à¤¾à¤",Document,31105,1.68,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Activity 9.2 H,Document,31093,1.02,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,"à¤—à¤¤à¤¿à¤µà¤¿à¤§à¤¿ 3: à¤®à¥à¤–à¥à¤¯ à¤—à¥à¤£ à¤•à¥‹à¤° à¤¸à¥à¤Ÿà¥à¤°à¥‡à¤‚à¤¥",Document,30990,1.48,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Activity 9.1 H,Document,30153,1.24,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Activity 7.2 H,Document,28906,1.1,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,"à¤¦à¤¿à¤²à¥à¤²à¥€_à¤—à¤¤à¤¿à¤µà¤¿à¤§à¤¿ 5: à¤¦ à¤à¤¨à¤¿à¤®à¤² à¤¸à¥à¤•à¥‚à¤² (à¤œà¤¾à¤¨à¤µà¤°à¥‹à¤‚ à¤•à¤¾ à¤µà¤¿à¤¦à¥à¤¯à¤¾à¤²à¤¯) à¤•à¤²à¥à¤ªà¤¿à¤¤ à¤•à¤¥à¤¾ à¤ªà¤° à¤šà¤¿à¤‚à¤¤à¤¨",Document,28513,1.5,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,4 Activity 11,Document,28496,1.26,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,4 Activity 22,Document,27296,1.34,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Activity 8.1 H,Document,26539,1.07,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Module 10 Activity-1.1,Document,26195,1.1,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Activity 8.2 H,Document,25830,1.01,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,6 Activity 11,Document,25439,1.22,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,6 Activity 22,Document,24979,0.93,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Module 11 Activity-1.1,Document,24720,1.03,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Module 10 Activity-2.1,Document,24462,0.96,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Module 12 Activity-2.1,Document,23036,1.02,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Module 11 Activity-2.1,Document,22561,0.86,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,13 Activity 2_H,Document,22323,1.04,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,13 Activity 1_H,Document,22297,1.13,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Module 12 Activity-1.1,Document,22263,1.06,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,14 Activity 1_H,Document,22261,1,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,15 Activity 1_H,Document,22185,1.05,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Activity 16 :2H,Document,22156,0.95,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Activity 18: 1H,Document,22146,0.91,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,14 Activity 2_H,Document,22098,0.92,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Activity 17: 1H,Document,21842,0.91,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Activity 17: 2H,Document,21695,0.83,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,15 Activity 2_H,Document,21567,0.92,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Activity 18: 2H,Document,21551,0.77,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,"1 à¤—à¤¤à¤¿à¤µà¤¿à¤§à¤¿ 4 : à¤…à¤ªà¤¨à¥‡ à¤…à¤¨à¥à¤­à¤µ à¤¸à¤¾à¤à¤¾ à¤•à¤°à¥‡à¤‚",Document,15459,0.51,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,"à¤—à¤¤à¤¿à¤µà¤¿à¤§à¤¿ 2 : à¤…à¤ªà¤¨à¥‡ à¤µà¤¿à¤šà¤¾à¤° à¤¸à¤¾à¤à¤¾ à¤•à¤°à¥‡à¤‚",Document,14539,0.42,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,"1.2 à¤—à¤¤à¤¿à¤µà¤¿à¤§à¤¿ 5 : à¤…à¤ªà¤¨à¥€ à¤¸à¤®à¤ à¤¸à¤¾à¤à¤¾ à¤•à¤°à¥‡à¤‚",Document,14143,0.39,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,"à¤—à¤¤à¤¿à¤µà¤¿à¤§à¤¿ 4 : à¤…à¤ªà¤¨à¥‡ à¤µà¤¿à¤šà¤¾à¤° à¤¸à¤¾à¤à¤¾ à¤•à¤°à¥‡à¤‚",Document,12108,0.44,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,4_13_hin_activity4_share_your_thoughts,Document,11677,0.48,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,4_21_hin_activity6_share_your_thoughts,Document,10849,0.37,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,"à¤—à¤¤à¤¿à¤µà¤¿à¤§à¤¿ 1 : à¤…à¤ªà¤¨à¥‡ à¤µà¤¿à¤šà¤¾à¤° à¤¸à¤¾à¤à¤¾ à¤•à¤°à¥‡à¤‚",Document,10734,0.45,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,"à¤—à¤¤à¤¿à¤µà¤¿à¤§à¤¿ 2 : à¤…à¤ªà¤¨à¥€ à¤¸à¤®à¤ à¤¸à¤¾à¤à¤¾ à¤•à¤°à¥‡",Document,10657,0.41,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,5_17_hin_activity5_share_your_thoughts,Document,9641,0.41,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,5_18_hin_activity6_share_your_reflection,Document,9594,0.38,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,6_12_hin_activity2_share_your_experiences,Document,9247,0.42,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,6_24_hin_activity6_share_your_reflection,Document,9124,0.35,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,7 Activity 1  HIN,Document,9001,0.46,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,7 Activity 2  HIN,Document,8069,0.38,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,8 Activity 1  HIN,Document,7754,0.42,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Course 10: Activity 1 (H),Document,7538,0.51,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,8 Activity 2  HIN,Document,7246,0.38,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Course 10: Activity 2 (H),Document,7087,0.39,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,9 Activity 1  HIN,Document,7059,0.41,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,9 Activity 2  HIN,Document,6456,0.4,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Course 11: Activity 1 (H),Document,6162,0.35,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Course 11: Activity 2 (H),Document,6143,0.33,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Course 12: Activity 1 (H),Document,6015,0.34,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Activity 1.2: Share Your Thoughts(H),Document,5588,0.45,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Activity 7.1 H: Share Your Reflection,Document,4383,0.55,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Activity 2.1: Share Your Reflection (H),Document,4371,0.57,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Activity 7.2 H: Share Your Thoughts,Document,4194,0.43,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Activity 2.2: Share Your Thoughts (H),Document,4014,0.4,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Activity 8.1 H: Share Your Thoughts,Document,4000,0.44,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Activity 8.2 H: Share Your thoughts,Document,3595,0.41,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD",à¤—à¤¤à¤¿à¤¤à¤¿à¤¤à¤¿ 3.1: à¤…à¤ªà¤¨à¥‡ à¤¤à¤¿à¤šà¤¾à¤° à¤¸à¤¾à¤à¤¾ à¤•à¤°à¥‡à¤‚",Document,3358,0.49,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,"à¤—à¤¤à¤¿à¤¤à¤¿à¤¤à¤¿ 3.2: à¤¸à¥€à¤–à¤¨à¥‡ à¤•à¤¾ à¤®à¤¾à¤¹à¥Œà¤² à¤¬à¤¨à¤¾à¤¨à¤¾ - à¤…à¤ªà¤¨à¥‡ à¤¤à¤¿à¤šà¤¾à¤° à¤¸à¤¾à¤à¤¾ à¤•à¤°à¥‡à¤‚",Document,3325,0.43,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,9.2 HIN,Document,3068,0.4,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,9.1 HIN,Document,3044,0.41,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,"à¤—à¤¤à¤¿à¤¤à¤¿à¤¤à¤¿ 4.1: à¤¸à¥à¤•à¥‚à¤²à¥€ à¤œà¥€à¤¿à¤¨ - à¤…à¤ªà¤¨à¥‡ à¤¤à¤¿à¤šà¤¾à¤° à¤¸à¤¾à¤à¤¾ à¤•à¤°à¥‡à¤‚",Document,2882,0.51,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,"à¤—à¤¤à¤¿à¤¤à¤¿à¤¤à¤¿ 4.2: à¤¸à¤‚à¤šà¤¾à¤° à¤•à¥‡ à¤¤à¤¿à¤ à¤à¤• à¤¶à¤¤à¤¿à¤¶à¤¾à¤¿à¥€ à¤¤à¤¿à¤¤à¤¿ à¤•à¥‡ à¤°à¥‚à¤ª à¤®à¥‡à¤‚ à¤ªà¥€à¤Ÿà¥€à¤à¤® - à¤…à¤ªà¤¨à¥‡ à¤¤à¤¿à¤šà¤¾à¤° à¤¸à¤¾à¤à¤¾ à¤•à¤°à¥‡à¤‚",Document,2824,0.58,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,11.1 HIN,Document,2778,0.41,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,10.1 HIN,Document,2777,0.42,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,10.2 HIN,Document,2612,0.38,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,11.2 HIN,Document,2323,0.38,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,12.1 HIN,Document,2258,0.36,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,12.2 HIN,Document,2232,0.35,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Khel Pitara â€“Story Card- Sarla Ki Chatri,Document,49,0.41,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Khel Pitara- LLP Book- Laddoo,Document,44,0.72,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Khel Pitara â€“Story Card- Bindi,Document,43,0.31,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Khel Pitara â€“Story Card- Garmi Utni Buri Nahi,Document,39,0.24,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Khel Pitara â€“Story Card- Batuni Tota,Document,37,0.27,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Khel Pitara â€“Story Card- Holi,Document,36,0.37,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Khel Pitara- LLP Book- Ghar,Document,28,0.65,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Khel Pitara- LLP Book- Kulfi Ke Paise,Document,26,0.66,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Khel Pitara â€“Story Card- Mimi Ki Kheer,Document,25,0.21,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Khel Pitara â€“Story Card- Bhagam Bhag,Document,24,0.28,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Khel Pitara- LLP Book- Kuch toh Gadbad Hai,Document,24,3.64,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Khel Pitara â€“Story Card- Kahrgosh Ki Chahat,Document,23,0.32,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,"à¤—à¤¤à¤¿à¤µà¤¿à¤§à¤¿ 2: à¤µà¥à¤¯à¤•à¥à¤¤à¤¿à¤—à¤¿-à¤¸à¤¾à¤®à¤¾à¤œà¤¿à¤• à¤—à¥à¤£à¥‹à¤‚ à¤•à¥‹ à¤¸à¤®à¤à¤¨à¤¾",Document,22,0.66,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Khel Pitara- LLP Book- Bada Ya Chotta,Document,22,1.14,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Khel Pitara â€“Story Card- Sarla Ka Ghar,Document,21,0.25,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Khel Pitara- LLP Book- Khularka Baja,Document,21,1.12,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Khel Pitara â€“Story Card- Lal Ya Hare Seb ?,Document,20,0.35,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Khel Pitara- LLP Book- Rang,Document,19,0.35,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Khel Pitara â€“Story Card- Natkhat Aainya,Document,16,0.27,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Khel Pitara- LLP Book- Dada ji Ka Chatta,Document,16,0.83,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Khel Pitara â€“Story Card- Kitne Per?,Document,14,0.23,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Khel Pitara â€“Story Card- Kon Sa Phool ?,Document,13,0.2,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Course 12: Activity 2 (H),Document,1,0.14,Others,Hindi,ETB
Delhi,10,State (Delhi),Hindi,EMC Class 9 Unit 10 (Hindi),Video,91,0.94,Others,Hindi,ETB
Delhi,10,State (Delhi),CPD,Activity 1.1: Share Your Reflections(H),Document,6062,0.55,Unknown,Hindi,ETB
Delhi,10,State (Delhi),Unknown,18 Nov Class 6 Science/English English Medium DoE Worksheets,Document,11,0.33,Unknown,Hindi,ETB
Delhi,10,State (Delhi),Entrepreneurship Mindset CurriculumÂ ,Entrepreneurship Mindset Worksheet  Number 1 (MC Worksheet No.: 1),Document,13197,1.76,"['Class 1', 'Class 10', 'Class 11', 'Class 12', 'Class 2', 'Class 3', 'Class 4', 'Class 5', 'Class 6', 'Class 7', 'Class 8', 'Class 9']",Hindi,ETB
Delhi,10,State (Delhi),Entrepreneurship Mindset CurriculumÂ ,Entrepreneurship Mindset Worksheet  Number 2 (MC Worksheet No.: 2),Document,4533,2.08,"['Class 1', 'Class 10', 'Class 11', 'Class 12', 'Class 2', 'Class 3', 'Class 4', 'Class 5', 'Class 6', 'Class 7', 'Class 8', 'Class 9']",Hindi,ETB
Delhi,10,State (Delhi),Entrepreneurship Mindset CurriculumÂ ,Entrepreneurship Mindset Worksheet  Explanation Video (EMC Explanation Video),Video,245,0.82,"['Class 1', 'Class 10', 'Class 11', 'Class 12', 'Class 2', 'Class 3', 'Class 4', 'Class 5', 'Class 6', 'Class 7', 'Class 8', 'Class 9']",Hindi,ETB
Delhi,10,State (Delhi),Happiness,Seeing Our Strength,Video,156,1.1,"['Class 1', 'Class 2', 'Class 3', 'Class 4', 'Class 5', 'Class 6', 'Class 7', 'Class 8']",Hindi,ETB
Delhi,10,State (Delhi),Happiness,Benefits of Mindfulness,Video,124,1.24,"['Class 1', 'Class 2', 'Class 3', 'Class 4', 'Class 5', 'Class 6', 'Class 7', 'Class 8']",Hindi,ETB
Delhi,10,State (Delhi),Happiness,Happiness Mindfulness Progressive Muscle Relaxation,Video,89,1.63,"['Class 1', 'Class 2', 'Class 3', 'Class 4', 'Class 5', 'Class 6', 'Class 7', 'Class 8']",Hindi,ETB
Delhi,10,State (Delhi),Happiness,Mindful Breathing,Video,85,1.39,"['Class 1', 'Class 2', 'Class 3', 'Class 4', 'Class 5', 'Class 6', 'Class 7', 'Class 8']",Hindi,ETB
Delhi,10,State (Delhi),Happiness,Gratitute,Video,68,1.71,"['Class 1', 'Class 2', 'Class 3', 'Class 4', 'Class 5', 'Class 6', 'Class 7', 'Class 8']",Hindi,ETB
Delhi,10,State (Delhi),Happiness,Mindful Listening,Video,31,2.05,"['Class 1', 'Class 2', 'Class 3', 'Class 4', 'Class 5', 'Class 6', 'Class 7', 'Class 8']",Hindi,ETB
Delhi,10,State (Delhi),Happiness,mindful eating,Video,23,1.8,"['Class 1', 'Class 2', 'Class 3', 'Class 4', 'Class 5', 'Class 6', 'Class 7', 'Class 8']",Hindi,ETB
Delhi,10,State (Delhi),Happiness,Mindful seeing,Video,22,1.13,"['Class 1', 'Class 2', 'Class 3', 'Class 4', 'Class 5', 'Class 6', 'Class 7', 'Class 8']",Hindi,ETB
Delhi,10,State (Delhi),"['Happiness', 'Hindi']",what is mindfulness,Video,66,2.65,"['Class 1', 'Class 2', 'Class 3', 'Class 4', 'Class 5', 'Class 6', 'Class 7', 'Class 8']",Hindi,ETB
Delhi,10,State (Delhi),General Awareness,DoE Worksheets,Document,233,0.53,"['Class 1', 'Class 2']",Hindi,ETB
Delhi,10,State (Delhi),General Awareness,DoE Worksheets,Document,192,0.81,"['Class 1', 'Class 2']",Hindi,ETB
Delhi,10,State (Delhi),General Awareness,DoE Worksheets,Document,148,0.49,"['Class 1', 'Class 2']",Hindi,ETB
Delhi,10,State (Delhi),General Awareness,DoE Worksheets,Document,140,2.52,"['Class 1', 'Class 2']",Hindi,ETB
Delhi,10,State (Delhi),General Awareness,DoE Worksheets,Document,137,0.53,"['Class 1', 'Class 2']",Hindi,ETB
